catalog_position,title,author,year_published,genre,section,total_copies,times_borrowed,last_borrowed_date,rating,ratings_count,price,language,page_count,dimensions_width,dimensions_thickness,dimensions_height,catalog_shelf,catalog_row,catalog_row_number
A2-B4-0015,Opera,Publius Vergilius Maro,1502,Poetry,Humanities,6,4,6/16/2024,4.67,3,36.29,en,1015,7.56,1.17,5,A2,B4,15
A2-B4-0016,A Christmas Carol,Charles Dickens,1843,Classics,Fiction,10,250,6/25/2024,4.78,177,7.25,en,114,5.99,0.62,7.63,A2,B4,16
A2-B4-0017,Goodnight Moon,Margaret Wise Brown,1947,Children's Fiction,Children,5,37,7/1/2024,4.94,29,2.99,en,36,10,0.35,8.5,A2,B4,17
A2-B4-0018,The House of the Dead,Fyodor Dostoyevsky,1881,Drama,Fiction,5,4,8/11/2024,4.64,3,12.6,en,224,5.1,0.81,7.78,A2,B4,18
A2-B4-0019,Segunda Fundação,Isaac Asimov,1953,Science Fiction,Fiction,5,5,5/5/2024,4.84,3,10.15,br,292,8.19,0.63,5.51,A2,B4,19
A2-B4-0020,El Libro de la selva / The Jungle Book,Rudyard Kipling,1914,Adventure,Children,5,2,1/19/2025,4.72,2,11.95,es,144,5.64,0.86,8.26,A2,B4,20
A2-B4-0021,The Fabric of the Cosmos,Brian Greene,2004,Science,Science,9,34,6/20/2024,4.67,21,20,en,598,5.15,0.95,7.95,A2,B4,21
A2-B4-0022,The Master and Margarita,Mikhail Bulgakov,1966,Satire,Fiction,5,3,1/14/2025,4.72,2,0.43,ru,268,5.64,1.12,8.3,A2,B4,22
A2-B4-0023,Treasure Island,Robert Louis Stevenson,1880,Adventure,Children,9,111,12/21/2024,4.56,72,3.25,en,320,4.13,0.6,6.75,A2,B4,23
A2-B4-0024,Kleine Katechismus,Martin Luther,1567,Religion & Spirituality,Humanities,5,3,6/1/2024,4.66,2,,de,1176,6.04,3.72,7.86,A2,B4,24
A2-B4-0025,Canti,Giacomo Leopardi,1900,Poetry,Humanities,4,7,11/30/2024,4.76,4,18.87,en,194,6.21,1.06,9.06,A2,B4,25
A2-B4-0026,The Waves,Virginia Woolf,1931,Drama,Fiction,6,1,11/1/2024,,,10.99,en,232,7.98,0.71,5.34,A2,B4,26
A2-B4-0027,The Subtle Art of Not Giving a F*ck,Mark Manson,2016,Self-Help,Non-Fiction,6,1844,9/4/2024,4.56,1497,0.99,en,224,5.99,0.4,8.95,A2,B4,27
A2-B4-0028,Les Misérables,Victor Hugo,1862,Drama,Fiction,7,5,3/26/2024,4.77,3,6.89,en,230,4.13,2,6.88,A2,B4,28
A2-B4-0029,A history of the English-speaking peoples,Winston Churchill,1956,History,Non-Fiction,4,4,11/20/2024,4.57,3,17.76,en,428,6.32,3.89,9.28,A2,B4,29
A2-B4-0030,The Big Sleep,Raymond Chandler,1939,Crime/Thriller,Fiction,5,69,1/8/2025,4.37,48,0.99,en,242,6.26,0.83,6.72,A2,B4,30
A2-B4-0031,"Collection intégrale et universelle des orateurs sacrés du premier et du second ordre et collection intégrale, ou choisie, de la plupart des orateurs du troisième ordre",J.-P Migne,1844,Religion & Spirituality,Humanities,5,1,9/11/2024,,,,fr,700,6.26,2.28,8.43,A2,B4,31
A2-B4-0032,Helen of Troy: Her Life and Translation Done Into Rhyme from the Greek Books,Andrew Lang,1882,Poetry,Fiction,5,1,10/3/2024,,,7.38,en,220,6.14,0.44,9.21,A2,B4,32
A2-B4-0033,The Red Badge of Courage,Stephen Crane,1871,Historical Fiction,Fiction,7,5,6/5/2024,4.41,5,7.99,en,202,5.25,0.33,8,A2,B4,33
A2-B4-0034,Androcles and the lion,George Bernard Shaw,1913,Drama,Fiction,5,5,6/19/2024,4.21,5,0.99,en,55,5.22,0.38,9.03,A2,B4,34
A2-B4-0035,Hamlet,William Shakespeare,1603,Drama,Fiction,9,90,1/11/2025,4.53,65,8.19,en,324,5.5,1,8.38,A2,B4,35
A2-B4-0037,Riceyman Steps,Arnold Bennett,1923,Drama,Fiction,4,10,5/30/2024,4.04,10,9.99,en,244,5.91,1.11,7.49,A2,B4,37
A2-B4-0038,Al-Rawd Al-Atir Fi Nuzhat Al-Hatir,Umar ibn Muḥammad al-Nafzāwī,1886,Erotica,Fiction,6,2,5/10/2024,,,14.99,ar,134,5.98,0.14,9.02,A2,B4,38
A2-B4-0039,Sir Quixote of the Moors,John Buchan,1895,History,Fiction,5,5,6/25/2024,3.58,3,,en,62,6.84,0.32,8.29,A2,B4,39
A2-B4-0040,The Bat,Mary Roberts Rinehart,1926,Crime/Thriller,Fiction,6,1,11/24/2024,4.15,1,,en,280,5.97,0.94,9.56,A2,B4,40
A2-B4-0041,Anábasis,Xenophon,1623,History,Non-Fiction,6,1,7/4/2024,,,1.99,el,298,4.25,1.3,6.37,A2,B4,41
A2-B4-0042,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,2014,Economics & Business,Non-Fiction,,218,5/9/2024,4.66,146,17.89,en,232,6.56,0.86,9.81,A2,B4,42
A2-B4-0043,At the Back of the North Wind,George MacDonald,1882,Fantasy,Children,7,3,10/25/2024,4.35,2,12.99,en,391,6.07,1.32,9.53,A2,B4,43
A2-B4-0044,The Death of Ivan Ilyich,Leo Tolstoy,1887,Drama,Fiction,5,15,2/17/2025,4.49,9,6.46,ru,85,4.27,0.16,6,A2,B4,44
A2-B4-0045,The Canterville ghost,Oscar Wilde,1887,Fantasy,Children,6,3,12/11/2024,4.54,2,0.39,en,62,5,0.45,7.7,A2,B4,45
A2-B4-0046,The lady of the lake,Sir Walter Scott,1800,Poetry,Humanities,6,1,2/17/2025,3.94,1,6.09,en,364,5.77,1.27,7.28,A2,B4,46
A2-B4-0047,Nightmare Abbey,Thomas Love Peacock,1818,Satire,Fiction,5,1,6/15/2024,4.33,1,17,en,248,5.08,0.61,7.76,A2,B4,47
A2-B4-0048,The Red Rover: A Tale,James Fenimore Cooper,1827,Adventure,Fiction,4,9,7/19/2024,4.07,9,14.99,en,304,5.54,1.18,8.46,A2,B4,48
A2-B4-0049,A Knight of the Nineteenth Century,Edward Payson Roe,1877,Novels,Fiction,5,7,12/7/2024,4.85,5,0.99,en,462,6.31,1.49,7.68,A2,B4,49
A2-B4-0050,The Romance of Lust,"""Charlie Roberts""",1968,Romance,Fiction,5,1,6/12/2024,3.55,1,1.99,en,220,6,0.88,9,A2,B4,50
A2-B4-0051,"A System of Logic, Ratiocinative and Inductive",John Stuart Mill,1843,Science,Science,5,3,6/25/2024,4.03,2,6.99,en,616,5.5,1.51,8.5,A2,B4,51
A2-B4-0052,The Pied Piper of Hamelin,Robert Browning,1888,Poetry,Children,5,3,1/10/2025,4.41,3,5.99,en,56,6,0.11,9,A2,B4,52
A2-B4-0053,The complete works of Robert Browning Volume XVI,Robert Browning,1800,Poetry,Humanities,5,2,10/15/2024,,,85,en,448,6.5,1,9.5,A2,B4,53
A2-B4-0054,Cards on the Table,Agatha Christie,1936,Crime/Thriller,Fiction,5,38,11/5/2024,4.58,30,14.99,en,244,7,1.13,8.96,A2,B4,54
A2-B4-0055,Beggar's opera,John Gay,1728,Drama,Humanities,5,1,3/31/2024,4.45,1,11.95,en,20,7.6,0.6,5,A2,B4,55
A2-B4-0056,The House of Arden,Edith Nesbit,1900,Fantasy,Children,5,4,1/30/2025,4.69,3,9.95,en,262,6.25,0.93,8.31,A2,B4,56
A2-B4-0058,Ethica,Baruch Spinoza,1883,Philosophy,Humanities,4,2,6/25/2024,4.32,1,14.99,en,422,5.18,1.51,7.94,A2,B4,58
A2-B4-0059,Endless Night,Agatha Christie,1967,Crime/Thriller,Fiction,5,27,11/10/2024,4.26,19,11.39,en,406,5.27,1.32,7.03,A2,B4,59
A2-B4-0061,Jane's Fighting Ships,Fred T. Jane,1898,History,Reference,6,1,7/22/2024,5,1,,en,864,5.87,2.77,7.96,A2,B4,61
A2-B4-0062,A Room with a View,Edward Morgan Forster,1908,Romance,Fiction,5,2,7/25/2024,,,5.49,en,328,6,0.65,9,A2,B4,62
A2-B4-0063,Heretics,Gilbert Keith Chesterton,1905,Religion & Spirituality,Non-Fiction,7,4,10/27/2024,5,3,,en,179,6.72,0.94,8.23,A2,B4,63
A2-B4-0064,Unknown Title,Unknown Author,1713,Philosophy,Humanities,6,1,1/31/2025,,,,un,54,5.82,0.39,8.27,A2,B4,64
A2-B4-0065,Einstein: His Life and Universe,Walter Isaacson,2007,Biography & Autobiography,Non-Fiction,6,78,3/19/2024,4.63,58,0.99,en,704,6.42,2.33,6.39,A2,B4,65
A2-B4-0066,A lodge in the wilderness,John Buchan,1906,,,6,6,10/25/2024,4.72,5,,en,436,5.5,1.54,7.3,A2,B4,66
A2-B4-0067,When the Sleeper Awakes,H. G. Wells,1899,Science Fiction,Fiction,6,2,1/22/2025,3.83,2,7.99,en,553,5.72,1.88,6.4,A2,B4,67
A2-B4-0068,Le Barbier de Séville,Pierre Augustin Caron de Beaumarchais,1776,Drama,Fiction,4,2,12/12/2024,4.53,1,15.99,fr,194,5.23,0.9,9.01,A2,B4,68
A2-B4-0069,Emily of New Moon,Lucy Maud Montgomery,1923,Novels,Children,7,10,3/27/2024,4.58,7,2.99,en,310,6,0.75,9,A2,B4,69
A2-B4-0070,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,Fantasy,Fiction,8,12,7/18/2024,4.25,8,0.99,en,620,6.68,2.1,8.36,A2,B4,70
A2-B4-0071,At Bertram's Hotel,Agatha Christie,1965,Crime/Thriller,Fiction,5,42,3/26/2024,4.34,29,0.99,en,260,5.69,0.97,9.85,A2,B4,71
A2-B4-0072,Electra,Sophocles,1588,Drama,Fiction,5,9,12/5/2024,4.75,9,12.25,en,138,5.1,0.83,7.78,A2,B4,72
A2-B4-0073,The Magic of Oz,L. Frank Baum,1919,Fantasy,Children,6,5,1/19/2025,4.52,5,9.99,en,102,22.3,0.6,14.2,A2,B4,73
A2-B4-0074,The Taming of the Shrew,William Shakespeare,1631,Drama,Fiction,6,7,6/27/2024,4.67,7,6.65,en,260,4.19,1,6.75,A2,B4,74
A2-B4-0075,Dieu et l’État,Mikhail Aleksandrovich Bakunin,1882,Religion & Spirituality,Non-Fiction,5,5,9/22/2024,4.28,3,0.95,fr,91,4.97,0.37,6.2,A2,B4,75
A2-B4-0076,Our American hero,J. K. Ronayne,2007,History,Non-Fiction,6,2,1/31/2025,,,,en,451,5.87,1.67,9.9,A2,B4,76
A2-B4-0077,Les Trois Mousquetaires,Alexandre Dumas,1844,Adventure,Fiction,8,4,8/19/2024,4.54,3,12.99,fr,314,13.58,4.33,7.01,A2,B4,77
A2-B4-0078,Poems,Gilbert Keith Chesterton,1891,Poetry,Humanities,5,3,11/3/2024,5,2,999,en,546,6.85,2.02,8.87,A2,B4,78
A2-B4-0079,"Esther Waters, a novel",George Moore,1890,Drama,Fiction,6,7,12/4/2024,4.19,5,3.99,en,362,6.1,0.19,7.46,A2,B4,79
A2-B4-0080,A Modern Cinderella or The Little Old Shoe And Other Stories,Louisa May Alcott,2002,Novels,Children,5,6,5/14/2024,4.26,4,0.99,en,118,5.49,0.5,9.31,A2,B4,80
A2-B4-0081,Alice or the Mysteries,Edward Bulwer Lytton,1838,Romance,Fiction,5,3,7/14/2024,3.73,2,0.99,en,406,5.34,1.47,7.41,A2,B4,81
A3-B1-0001,Hard Times,Charles Dickens,1854,Drama,Fiction,8,28,11/14/2024,4.32,19,8.37,en,449,5,0.83,7,A3,B1,1
A3-B1-0002,Divine songs,Isaac Watts,1716,Poetry,Children,4,5,8/21/2024,4.22,4,18.61,en,308,6,0.11,9,A3,B1,2
A3-B1-0003,Candide,Voltaire,1746,Satire,Fiction,8,34,1/12/2025,4.34,26,6.25,en,194,5.78,0.98,8.21,A3,B1,3
A3-B1-0004,Lost Horizon,James Hilton,1933,Fantasy,Fiction,5,41,9/30/2024,4.42,31,10.49,en,244,6.33,1.07,6.87,A3,B1,4
A3-B1-0005,Breakfast at Tiffany's,Truman Capote,1956,Romance,Fiction,5,36,7/10/2024,4.44,28,12.99,en,194,5.09,0.49,8.01,A3,B1,5
A3-B1-0006,Blix,Frank Norris,1899,Romance,Fiction,5,1,5/1/2024,,,33.9,en,411,4.23,0.95,6.76,A3,B1,6
A3-B1-0007,What Will He Do With It,Edward Bulwer Lytton,1800,History,Fiction,4,1,11/14/2024,,,37.65,en,320,5.93,1.09,7.33,A3,B1,7
A3-B1-0009,Sketches by Boz,Charles Dickens,1800,Novels,Fiction,6,2,4/1/2024,4.32,2,17,en,520,7.88,1.74,5.08,A3,B1,9
A3-B1-0010,The Bobbsey Twins,Laura Lee Hope,1904,Adventure,Children,5,2,2/11/2025,4.34,1,1.99,en,133,5.56,0.69,7.16,A3,B1,10
A3-B1-0011,All's Well That Ends Well,William Shakespeare,1734,Drama,Fiction,5,6,12/28/2024,4.24,6,8.69,en,160,5.5,0.7,8.38,A3,B1,11
A3-B1-0012,Hedda Gabler,Henrik Ibsen,1890,Drama,Fiction,5,2,1/26/2025,4.44,2,7.49,en,84,4.8,0.3,7.8,A3,B1,12
A3-B1-0013,The Silver Chair,C.S. Lewis,1953,Fantasy,Children,5,32,11/17/2024,4.64,21,7.92,en,147,5.32,0.77,6.2,A3,B1,13
A3-B1-0014,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,2015,Self-Help,,8,238,3/24/2024,4.55,227,9.99,en,290,5.49,0.81,8.28,A3,B1,14
A3-B1-0015,The Flying Dutchman,Richard Wagner,1856,Drama,Humanities,5,2,2/9/2025,4.78,2,28.48,en,337,9.33,0.84,12.25,A3,B1,15
A3-B1-0016,Doctor Thorne,Anthony Trollope,1858,Novels,Fiction,5,6,6/20/2024,4.56,4,12.99,en,563,6.03,1.8,8.24,A3,B1,16
A3-B1-0017,Exercitia spiritualia,Saint Ignatius of Loyola,1548,Religion & Spirituality,Humanities,5,1,6/12/2024,,,36.95,la,548,5,0.5,7.5,A3,B1,17
A3-B1-0018,The Romantic,May Sinclair,1920,,,4,3,10/26/2024,3.72,2,14.99,en,324,5.57,1.35,6.83,A3,B1,18
A3-B1-0019,An American Tragedy,Theodore Dreiser,1900,Crime/Thriller,Fiction,5,6,12/28/2024,4.14,4,6.49,en,526,6.19,1.9,8.39,A3,B1,19
A3-B1-0020,She,H. Rider Haggard,1886,Adventure,Fiction,6,8,8/31/2024,3.93,6,0.99,en,517,6.48,1.72,7.14,A3,B1,20
A3-B1-0021,Novels (Emma / Mansfield Park / Northanger Abbey / Persuasion / Pride and Prejudice / Sense and Sensibility),Jane Austen,1818,Romance,Fiction,4,3,7/31/2024,4.68,2,0.99,en,1280,6.42,2.52,9.29,A3,B1,21
A3-B1-0022,The Mayor of Casterbridge,Thomas Hardy,1919,Drama,Fiction,6,30,8/9/2024,4.35,19,9.3,en,466,5,1,7.8,A3,B1,22
A3-B1-0023,"The History of Pendennis, His Fortunes and Misfortunes, His Friends and His Greatest Enemy",William Makepeace Thackeray,1848,Novels,Fiction,5,6,1/3/2025,3.89,4,5.99,en,783,5.7,2.74,8.47,A3,B1,23
A3-B1-0024,The master of Ballantrae,Robert Louis Stevenson,1888,Adventure,Fiction,5,3,7/6/2024,4.01,3,9.99,en,254,5.65,1.15,7.93,A3,B1,24
A3-B1-0025,Imitation of Christ,Thomas Ã  Kempis,1568,Religion & Spirituality,Humanities,7,3,5/30/2024,4.93,2,18.95,en,157,5.22,0.48,8.28,A3,B1,25
A3-B1-0026,Sparkling Cyanide,Agatha Christie,1945,Crime/Thriller,Fiction,5,37,6/8/2024,4.58,25,11.62,en,244,6.3,0.94,7.98,A3,B1,26
A3-B1-0027,Marmion,Sir Walter Scott,1800,Poetry,History,5,1,2/16/2025,4.06,1,7.99,en,62,6,0.58,9,A3,B1,27
A3-B1-0028,4th Report [Session 1993-94],Rand McNally,1990,Science,Non-Fiction,5,7,7/7/2024,4.22,5,5.99,en,366,5.81,1.24,7.55,A3,B1,28
A3-B1-0029,The wallet of Kai Lung,Ernest Bramah,1900,Fantasy,Fiction,4,1,8/28/2024,,,,en,356,5.93,1.46,8.86,A3,B1,29
A3-B1-0030,Wind in the Willows,Kenneth Grahame,1908,Adventure,Children,6,6,4/23/2024,4.97,4,20.65,en,196,8,1.25,9.75,A3,B1,30
A3-B1-0031,Max Beckmann,Max Beckmann,1931,Biography & Autobiography,Humanities,5,1,5/31/2024,4.16,1,40.26,en,24,9.63,1.31,11.44,A3,B1,31
A3-B1-0032,The Prophet,Kahlil Gibran,1900,Poetry,Humanities,7,10,2/5/2025,4.87,7,6.08,en,248,5.74,0.58,8.54,A3,B1,32
A3-B1-0033,The Antique Collectors' Club edition of Old clocks and watches & their makers,Frederick James Britten,1881,History,Non-Fiction,5,5,9/15/2024,5,3,8.99,en,517,5.5,1,8,A3,B1,33
A3-B1-0034,The little minister,J. M. Barrie,1890,Romance,Fiction,6,5,1/12/2025,4.32,5,0.99,en,480,6.46,1.54,7.91,A3,B1,34
A3-B1-0035,Osudy dobrého vojáka Švejka za světové války,Jaroslav HaÅ¡ek,1926,Satire,Fiction,5,1,5/1/2024,,,,cs,214,4.92,0.75,8.34,A3,B1,35
A3-B1-0036,Christmas Books (Battle of Life / Chimes / Christmas Carol / Cricket on the Hearth / Haunted Man),Charles Dickens,1800,Drama,Fiction,6,2,4/23/2024,4.72,2,0.99,en,264,5.61,0.93,9.3,A3,B1,36
A3-B1-0037,My lady Nicotine,J. M. Barrie,1880,Comedy,Fiction,4,7,7/28/2024,4.76,4,2.99,en,233,5.61,0.93,7.51,A3,B1,37
A3-B1-0038,The Middle of Things,Joseph Smith Fletcher,1922,Crime/Thriller,Fiction,6,2,5/7/2024,4.13,1,4.99,en,85,6.2,0.58,8.75,A3,B1,38
A3-B1-0039,History of the Decline and Fall of the Roman Empire Complete and Unabridged,Edward Gibbon,1776,History,History,6,3,11/29/2024,4.46,2,0.99,en,1314,6.28,4.25,7.69,A3,B1,39
A3-B1-0040,Third Girl,Agatha Christie,1966,Crime/Thriller,Fiction,5,16,11/11/2024,4.49,13,9.99,en,272,5.82,1.02,7.64,A3,B1,40
A3-B1-0041,Historia Alexandri Magni,Quintus Curtius Rufus,1481,Biography & Autobiography,History,5,1,3/21/2024,,,55.95,la,264,6,1.25,9,A3,B1,41
A3-B1-0042,Duineser Elegien,Rainer Maria Rilke,1923,Poetry,Humanities,4,4,6/23/2024,5,4,,en,98,5.35,0.69,8.21,A3,B1,42
A3-B1-0043,Animal Farm,George Orwell,1945,Satire,Young Adult (YA),6,267,10/28/2024,4.74,195,5.94,en,105,4.13,0.5,7.5,A3,B1,43
A3-B1-0044,The Red Pony,John Steinbeck,1937,Drama,Children,4,1,4/11/2024,,,,en,138,7.76,0.38,5.09,A3,B1,44
A3-B1-0045,Sister Carrie,Theodore Dreiser,1900,Drama,Fiction,6,1,4/17/2024,,,,en,563,5.23,1,7.9,A3,B1,45
A3-B1-0046,Cheerful,Edna Ferber,1918,Comedy,Fiction,5,1,3/22/2024,4.59,1,13.99,en,182,5.5,1.4,8.5,A3,B1,46
A3-B1-0047,L'Éducation sentimentale,Gustave Flaubert,1898,Romance,Fiction,5,1,8/19/2024,,,11.63,fr,538,5.95,1.78,7.36,A3,B1,47
A3-B1-0048,Le roman du masque de fer,Alexandre Dumas,1600,Adventure,Fiction,6,6,7/27/2024,3.96,4,,fr,1236,6.3,3.82,7.9,A3,B1,48
A3-B1-0049,Murder in Three Acts,Agatha Christie,1934,Crime/Thriller,Fiction,4,33,3/30/2024,4.42,21,12.99,en,230,5.78,0.88,7.43,A3,B1,49
A3-B1-0050,"The Shipwreck, a poem",William Falconer,1762,Poetry,Fiction,5,2,5/19/2024,5,2,,en,192,5.55,0.92,8.45,A3,B1,50
A3-B1-0051,Unknown Title,Yevgeny Zamyatin,1924,Dystopian,Fiction,5,3,6/26/2024,4.36,3,1.99,sr,416,5.75,1.65,8.6,A3,B1,51
A3-B1-0052,Murder in Mesopotamia,Agatha Christie,1936,Crime/Thriller,Fiction,5,25,5/6/2024,4.52,20,5.56,en,288,6.73,0.4,8.01,A3,B1,52
A3-B1-0053,El otoño del patriarca,Gabriel Garcia Marquez,1973,Drama,Fiction,4,3,11/7/2024,4.53,2,14.05,es,255,5.97,0.4,8.59,A3,B1,53
A3-B1-0054,The Comedy of Errors,William Shakespeare,1734,Comedy,Fiction,6,10,10/20/2024,4.62,10,7.39,en,246,5.5,0.6,8.38,A3,B1,54
A3-B1-0055,Unknown Title,Unknown Author,,Poetry,Fiction,9,1,2/14/2025,,,,en,586,5.24,2.09,8.04,A3,B1,55
A3-B1-0056,The Magic World,Edith Nesbit,1959,Fantasy,Children,7,6,5/31/2024,4.04,6,9.99,en,39,4.99,0.55,7.79,A3,B1,56
A3-B1-0057,The House of Mirth,Edith Wharton,1905,Drama,Fiction,7,44,3/20/2024,4.32,33,0.79,en,786,5.41,2.52,8.56,A3,B1,57
A3-B1-0058,The Road to Oz,L. Frank Baum,1909,Fantasy,Children,7,1,12/7/2024,,,,en,86,5.77,0.55,9.9,A3,B1,58
A3-B1-0059,Rime,Francesco Petrarca,1475,Poetry,Humanities,6,3,4/28/2024,5,2,44.95,en,82,6.33,0.64,7.51,A3,B1,59
A3-B1-0060,Hernani,Victor Hugo,1830,Drama,Fiction,5,4,1/5/2025,5,3,15.95,en,303,5.5,0.29,8.5,A3,B1,60
A3-B1-0061,Nesnesitelná lehkost bytí,Milan Kundera,1984,Romance,Fiction,4,5,3/16/2024,4.87,3,0.99,cs,350,6.77,1.29,7.78,A3,B1,61
A3-B1-0062,The Golden Scorpion,Sax Rohmer,1919,Crime/Thriller,Fiction,5,4,9/30/2024,4.06,3,5.99,en,250,5.11,1.1,8.54,A3,B1,62
A3-B1-0063,Meditations and contemplations,James Hervey,1748,Religion & Spirituality,Humanities,5,1,2/6/2025,,,39.95,en,328,6.06,1.1,8.24,A3,B1,63
A3-B1-0064,The Double Traitor,Edward Phillips Oppenheim,1915,Crime/Thriller,Fiction,5,6,11/28/2024,3.88,6,12.99,en,189,6.63,0.93,7.62,A3,B1,64
A3-B1-0065,A child of the Jago,Arthur Morrison,1896,Drama,Fiction,4,5,1/20/2025,4.56,4,14.95,en,169,5.07,0.91,9.01,A3,B1,65
A3-B1-0066,Entwicklung des Sozialismus von der Utopie zur Wissenschaft,Friedrich Engels,1880,History,Non-Fiction,5,5,10/30/2024,4.42,3,24.9,de,122,4.84,0.87,8.31,A3,B1,66
A3-B1-0067,De bello judaico,Flavius Josephus,1481,History,Humanities,4,3,5/25/2024,4.22,2,4.99,en,1226,6.53,4.07,8.99,A3,B1,67
A3-B1-0068,"Extradition laws and treaties, United States",United States,1795,History,Non-Fiction,5,1,1/2/2025,,,33.95,en,422,6.14,0.63,9.21,A3,B1,68
A3-B1-0069,Age of fable,Thomas Bulfinch,1800,Fantasy,Fiction,6,8,8/5/2024,4.05,8,15.99,en,381,6.49,1.25,6.95,A3,B1,69
A3-B1-0070,Essays,Francis Bacon,1618,Philosophy,Humanities,6,8,1/6/2025,4.26,6,12.98,en,339,5.92,1.18,8.57,A3,B1,70
A3-B1-0071,Aventures de T L Maque,François de Salignac de la Mothe-Fénelon,1699,Adventure,Fiction,5,2,5/25/2024,4.24,2,,fr,458,5.76,1.69,6.96,A3,B1,71
A3-B1-0072,The Clan of the Cave Bear,Jean M. Auel,1900,Historical Fiction,Fiction,5,47,8/15/2024,4.76,32,0.99,en,518,5.4,1.92,9.79,A3,B1,72
A3-B1-0073,Harry Potter and the Chamber of Secrets,J. K. Rowling,1998,Fantasy,Children,6,173,7/8/2024,4.91,127,581,cn,260,6.3,1.81,9.29,A3,B1,73
A3-B1-0074,The Runaway Jury,John Grisham,1996,Crime/Thriller,Fiction,4,109,7/19/2024,4.55,79,0.99,en,428,5.26,1.5,8.93,A3,B1,74
A3-B1-0075,The Seven Lamps of Architecture,John Ruskin,1800,Humanities,Non-Fiction,5,1,3/25/2024,4.11,1,12.39,en,304,6.5,0.75,9.25,A3,B1,75
A3-B1-0076,Evangeline,Henry Wadsworth Longfellow,1847,Poetry,Fiction,5,2,2/19/2025,4.66,1,22.99,en,116,6,1.21,9,A3,B1,76
A3-B1-0077,Crome yellow,Aldous Huxley,1921,Satire,Fiction,6,6,6/2/2024,3.83,4,5.99,en,279,6,0.37,9,A3,B1,77
A3-B1-0078,Anna Karenina,Leo Tolstoy,1876,Classics,Fiction,9,2,10/30/2024,4.67,2,17.99,en,898,5.17,3.04,9.43,A3,B1,78
A3-B1-0079,The seasons,James Thomson,1726,Poetry,Fiction,6,10,9/28/2024,4.75,10,2.99,en,248,5.21,0.91,6.9,A3,B1,79
A3-B2-0001,Jurassic Park,Michael Crichton,1990,Science Fiction,Fiction,5,378,12/9/2024,4.78,276,0.99,en,119,4.92,0.46,7.69,A3,B2,1
A3-B2-0002,The ghost,Arnold Bennett,1907,Fantasy,Fiction,5,1,9/23/2024,,,,en,320,5.22,0.4,8.39,A3,B2,2
A3-B2-0003,Wallenstein,Friedrich Schiller,1800,Drama,Fiction,5,6,5/15/2024,4.44,6,15.39,en,266,7.76,1.13,5.14,A3,B2,3
A3-B2-0004,White-Jacket,Herman Melville,1850,Adventure,Fiction,4,3,3/22/2024,3.75,2,1,en,520,5.25,1.89,9.43,A3,B2,4
A3-B2-0005,The Murder of Roger Ackroyd,Agatha Christie,1926,Crime/Thriller,Fiction,6,5,1/8/2025,4.42,5,11.2,en,226,5.25,0.59,8,A3,B2,5
A3-B2-0006,Andersonville; a story of rebel military prisons,John McElroy,1879,History,Fiction,5,4,1/16/2025,4.23,3,0.99,en,660,5.12,2.35,7.31,A3,B2,6
A3-B2-0007,The Roman Breviary,Catholic Church,1200,Religion & Spirituality,Humanities,5,2,5/9/2024,5,1,51.95,en,148,6.14,2.19,9.21,A3,B2,7
A3-B2-0008,Fantastic Mr Fox,Roald Dahl,1970,Fantasy,Children,6,92,12/24/2024,4.75,68,7.19,en,88,7.6,0.3,5,A3,B2,8
A3-B2-0009,What Maisie Knew,Henry James,1897,Drama,Fiction,5,4,10/2/2024,4.07,3,519,en,384,5.1,0.7,7.7,A3,B2,9
A3-B2-0010,The Olive Fairy Book (Complete & Unabridged),Andrew Lang,1907,Fantasy,Children,4,2,12/12/2024,4.45,2,10.99,en,364,5.95,1.48,8.28,A3,B2,10
A3-B2-0011,Oblomov,Ivan Aleksandrovich Goncharov,1913,Novels,Fiction,5,1,10/10/2024,4.52,1,2.99,en,212,6.55,0.82,7.62,A3,B2,11
A3-B2-0013,Don Quixote,Miguel de Cervantes Saavedra,1600,Adventure,Fiction,10,17,8/3/2024,4.68,13,0.99,en,1012,6.32,3.17,7.79,A3,B2,13
A3-B2-0014,The seats of the mighty,Gilbert Parker,1896,Historical Fiction,Fiction,4,1,7/26/2024,4.28,1,0.99,en,426,7,1.66,9.71,A3,B2,14
A3-B2-0015,Peveril of the peak,Sir Walter Scott,1800,Historical Fiction,Fiction,5,4,9/4/2024,4.69,3,,en,194,5.71,0.88,6.22,A3,B2,15
A3-B2-0016,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,1875,Horror,Fiction,6,100,8/13/2024,4.45,66,6.49,en,170,5,0.28,8,A3,B2,16
A3-B2-0017,Alexander Hamilton,Ron Chernow,2004,Biography & Autobiography,Non-Fiction,8,185,4/25/2024,4.76,111,0.99,en,775,5.7,2.48,8.08,A3,B2,17
A3-B2-0018,"Rienzi, the last of the Roman tribunes",Edward Bulwer Lytton,1800,Historical Fiction,Fiction,4,9,6/10/2024,4.64,6,17,en,330,4.98,1.39,9.9,A3,B2,18
A3-B2-0019,Julius Caesar,William Shakespeare,1684,Drama,Young Adult (YA),7,11,8/14/2024,4.77,8,6.5,en,422,4.09,1.02,6.69,A3,B2,19
